a,b,c,d,e,f,g,h,i,j,k,l,m
0,22.8246575342466,1,1,2,99,99,0,655,0,2000,1,0
0,30.9178082191781,2,2,0,2,99,0.989041095890411,779,0,1000,2,0
0,62.2712328767123,1,2,8,9,99,21.3315068493151,916,0,1200,2,0
0,34.6219178082192,1,1,9,2,99,0,916,1685,2000,3,0
0,22.3315068493151,1,1,0,2,99,0,611,1230,1500,3,0
0,45.0767123287671,2,2,2,11,27,12.3260273972603,979,0,0,2,0
0,45.0191780821918,2,2,0,9,99,0,795,1446,1200,1,0
0,60.7780821917808,1,2,0,11,27,0,908,1385,100000,3,0
0,35.8657534246575,1,2,0,2,99,2.31780821917808,817,1680,1400,1,0
0,50.2630136986301,1,2,0,9,99,0,786,1775,1804,2,1
0,28.2301369863014,1,1,81,2,99,5.82465753424658,854,1359,4000,3,0
0,27.172602739726,1,2,8,2,99,4.07123287671233,820,0,2400,1,0
0,21.5452054794521,2,1,0,2,99,0,550,0,930,1,0
0,41.7397260273973,1,2,0,2,99,9.90958904109589,820,0,1500,2,1
0,28.3369863013699,1,1,3,11,99,7.32054794520548,922,0,0,2,0
0,33.2027397260274,2,2,8,1,23,0,998,1745,2400,2,0
0,23.0958904109589,1,1,8,8,0,0,1,601,500,2,0
0,28.5287671232877,2,1,8,4,3,0,2,1196,1052,2,1
0,29.2,1,1,81,2,99,4.32054794520548,922,857,1500,2,0
0,33.9753424657534,2,2,0,2,99,0,773,0,1000,3,0
0,57.158904109589,2,2,8,9,99,0,863,1648,1407,1,1
0,39.1287671232877,1,2,8,2,99,3.15616438356164,820,0,2400,1,1
0,25.0794520547945,2,1,8,2,99,0,755,1641,1000,2,0
0,36.6547945205479,1,2,0,2,99,0,814,1091,1000,3,1
0,76.6164383561644,1,2,4,11,27,0,976,1624,0,2,0
0,44.7150684931507,1,2,81,2,99,11.827397260274,826,0,1500,2,0
0,39.9286529680364,1,2,0,1,99,4.32054794520548,903,1700,2800,2,1
0,28.5150684931507,2,2,8,6,0,0,913,1715,500,2,0
0,19.4849315068493,1,1,0,8,0,0,1,0,500,1,0
0,29.6575342465753,2,2,0,2,99,2.31780821917808,820,1760,1000,2,0
0,36.4602739726027,1,2,81,2,99,0,816,0,1500,3,0
0,35.5068493150685,1,2,0,2,99,7.90684931506849,758,0,949,1,0
0,36.6547945205479,1,2,0,2,99,0,814,0,1000,3,1
0,56.9643835616438,2,1,8,9,99,0,845,0,1200,3,0
0,28.8164383561644,1,2,8,2,99,0,958,1377,2500,2,0
0,26.5479452054795,1,1,8,2,99,4.99178082191781,860,1460,900,2,0
0,21.5945205479452,1,1,0,8,0,0,1,1142,500,1,0
0,42.4657534246575,1,2,81,2,99,8.15890410958904,826,0,1500,2,1
0,35.4712328767123,2,1,8,2,99,0,897,1323,1000,2,0
0,40.4054794520548,2,1,8,2,99,8.23835616438356,897,0,2080,2,1
0,28.6054794520548,1,1,8,2,99,0,710,0,1590,2,1
0,33.8219178082192,1,2,8,1,17,0,923,1163,2011,2,0
0,28.6547945205479,1,2,0,99,99,4.32054794520548,758,1086,0,1,0
0,39.9479452054794,2,2,0,2,99,10.5753424657534,793,0,1024,1,0
0,20.1123287671233,1,1,8,99,99,0,597,0,1500,3,0
0,53.5945205479452,1,2,81,2,99,0,840,1809,2464,2,0
0,37.0465753424658,1,2,0,2,99,0,814,1835,1998,3,0
0,20.6958904109589,1,1,0,8,0,0,1,1043,500,1,0
0,23.5479452054795,1,1,8,2,99,0,535,0,949,1,1
0,38.6,1,2,8,2,99,0,820,1194,1600,2,0
0,43.2246575342466,1,2,8,2,99,0,890,1262,3000,2,0
0,31.5205479452055,1,2,8,1,99,0,903,1789,4181,2,1
0,54.013698630137,1,2,0,1,99,4.23561643835616,921,1900,2800,2,1
0,31.5232876712329,1,2,8,2,99,5.15890410958904,822,1399,1000,2,0
0,55.1534246575342,1,2,0,2,99,0,838,1680,25800,2,1
0,20.7369863013699,2,1,8,8,0,0,1,1363,500,1,0
0,46.1616438356164,2,2,0,2,99,1.07123287671233,764,0,966,1,1
0,19.9123287671233,1,1,0,8,0,0,1,0,500,1,0
0,34.386301369863,1,1,9,2,9,0,814,1407,1272,1,0
0,59.0630136986301,1,2,8,1,99,0,933,1139,3500,3,0
0,47.8,1,2,0,2,99,8.15890410958904,770,0,1500,2,0
0,28.6219178082192,1,2,8,2,99,10.3232876712329,896,0,4500,2,0
0,45.6520547945205,1,1,8,2,99,0,890,1377,2000,2,0
0,40.0849315068493,2,2,8,2,99,0,899,1611,969,2,1
0,31.9808219178082,2,1,0,2,99,0,817,1809,4046,2,1
0,44.6082191780822,1,2,0,2,99,0,826,1745,2900,2,1
0,42.2493150684932,1,2,8,2,99,0,940,1900,1652,1,1
0,51.6027397260274,2,2,8,9,99,0,919,1431,9140,2,0
0,33.4246575342466,1,2,8,2,99,1.31780821917808,805,1399,2395,1,1
0,29.4821917808219,2,2,0,99,99,1.07123287671233,778,0,755,1,1
0,31.1671232876712,1,2,8,2,99,10.1616438356164,764,0,900,2,0
0,51.0794520547945,1,2,8,2,99,31.0904109589041,822,0,3286,1,1
0,44.2383561643836,1,1,0,2,99,0,808,1601,1221,2,0
0,46.2986301369863,2,2,8,2,99,0,979,1413,9900,2,1
0,44.7479452054795,1,2,81,2,99,0,884,1227,4000,2,0
0,32.5835616438356,1,1,81,2,99,0,858,1900,949,1,1
0,35.972602739726,1,2,0,2,99,0,758,1730,850,1,0
0,38.5315068493151,2,2,8,6,0,0,855,1715,500,2,0
0,27.8383561643836,1,2,8,2,99,4.15616438356164,940,1680,1750,2,0
0,43.3671232876712,1,2,0,2,99,0,770,0,1500,2,0
0,67.1616438356164,2,1,8,9,99,0,847,1664,1350,1,0
0,53.4821917808219,1,2,0,9,99,0,854,0,1000,2,0
0,23.9315068493151,1,2,81,11,27,3.9041095890411,553,0,0,3,0
0,39.3808219178082,1,2,0,2,99,0,820,1428,1221,2,0
0,22.9534246575342,2,2,0,2,99,2.31780821917808,497,0,1800,3,0
0,52.3534246575342,1,1,81,9,99,0,780,938,1000,2,0
0,41.1178082191781,2,2,8,2,99,0,937,903,3157,2,1
0,20.6602739726027,1,1,0,99,99,0,485,1596,1500,2,0
0,39.013698630137,1,2,0,2,99,0,820,1779,5334,2,1
0,44.2684931506849,1,2,0,99,99,13.3260273972603,826,0,1740,2,1
0,31.6301369863014,1,2,0,99,99,5.15890410958904,758,0,0,1,1
0,29.9917808219178,1,1,81,2,99,0,802,1454,0,2,0
0,50.2575342465753,1,2,0,1,99,4.07123287671233,909,1865,2800,2,1
0,52.4328767123288,1,2,8,2,99,0,834,1572,980,1,0
0,42.4301369863014,1,2,8,2,99,0,764,1900,2362,1,1
0,39.7972602739726,1,2,81,2,99,3.15616438356164,758,1809,1500,1,1
0,44.3479452054795,1,2,0,2,99,0,826,1900,1221,2,0
0,20.9315068493151,2,1,0,8,0,0,1,1139,500,3,0
0,44.8876712328767,1,2,8,2,99,0,964,1351,2881,2,1
0,34.6575342465753,1,1,0,2,28,2.07123287671233,781,1809,1500,1,0
0,31.9698630136986,1,2,81,2,99,0,820,1624,1520,2,0
0,45.1808219178082,1,2,8,2,99,0,890,1434,1679,2,0
0,32.5534246575342,2,2,0,2,99,0,773,1809,0,1,0
0,29.2876712328767,1,2,0,99,99,6.15890410958904,758,0,1200,1,1
0,64.2575342465753,2,2,9,6,99,0,813,1136,750,2,1
0,40.2493150684932,1,2,0,1,99,4.99178082191781,903,1760,2800,2,1
0,35.9452054794521,1,2,3,11,99,0,882,1449,20000,2,0
0,45.5890410958904,2,2,81,2,99,0,961,1423,1000,2,0
0,65.2739726027397,1,2,0,9,99,0,848,1438,1300,1,0
0,23.6630136986301,1,1,0,2,99,3.15616438356164,541,1596,900,2,0
0,65.9342465753425,1,2,8,9,12,0,1034,1672,7916,2,1
0,28.9698630136986,2,1,0,2,99,8.32328767123288,817,0,4900,2,1
0,47.3452054794521,1,2,8,2,99,1.31780821917808,807,1566,1353,1,1
0,45.7424657534247,1,2,0,2,99,0,826,1715,1221,2,0
0,22.172602739726,2,1,8,8,0,0,1,0,500,2,0
0,45.5753424657534,1,2,8,2,12,0,902,1579,14100,2,1
0,33.2821917808219,2,1,81,2,99,0,875,1724,4600,2,1
0,38.2876712328767,2,2,0,2,99,0,773,1399,0,1,0
0,31.3452054794521,2,2,0,99,99,16.3287671232877,835,0,1155,2,1
0,49.2630136986301,1,2,8,9,99,0,854,0,4000,1,1
0,30.1095890410959,1,2,81,2,99,7.32054794520548,958,0,1950,2,1
0,27.7287671232877,1,1,8,2,14,2.56986301369863,901,1680,1200,1,1
0,47.1890410958904,1,2,0,2,99,0,826,1724,5970,2,1
0,23.7972602739726,1,1,0,2,99,0,541,0,850,2,0
0,40.7945205479452,2,2,81,1,99,0,976,1715,2500,2,1
0,42.0684931506849,1,2,8,2,99,0,946,1880,1221,2,0
0,23.7917808219178,1,2,8,2,99,0,587,1536,1000,2,0
0,37.3424657534247,1,2,0,99,99,3.15616438356164,758,1895,1500,1,1
0,30.5369863013699,1,1,0,2,99,8.32328767123288,802,0,4900,2,1
0,51.0520547945206,1,2,8,2,99,0,878,1656,2090,3,1
0,41.0191780821918,2,2,81,2,99,0,893,1624,2489,2,1
0,43.8493150684931,1,2,8,2,99,0,946,1424,1221,2,0
0,33.9780821917808,1,1,8,2,99,0,940,1640,3000,2,1
0,45.0493150684932,2,2,0,6,0,0,737,1880,500,1,0
0,51.3506849315068,1,2,8,2,28,0,770,1494,2526,2,0
0,28.386301369863,1,2,3,11,27,0,882,1133,10000,2,0
0,44.0931506849315,1,2,8,2,99,4.32054794520548,890,1760,1200,2,1
0,33.2027397260274,1,2,0,2,99,4.23561643835616,758,1199,1200,1,0
0,40.213698630137,1,2,0,2,99,0,820,1601,1221,2,0
0,33.7917808219178,1,2,8,2,99,0,758,1201,2086,3,1
0,31.9232876712329,1,1,8,2,99,6.32054794520548,940,0,3250,2,1
0,49.5917808219178,1,2,8,2,99,1.31780821917808,869,0,2342,3,1
0,47.9178082191781,1,2,81,2,99,5.15890410958904,822,1706,1200,1,1
0,23.8246575342466,1,1,0,2,99,4.23561643835616,479,1626,1500,1,1
0,47.7397260273973,1,2,8,2,99,0,808,1672,5140,2,1
0,35.0684931506849,1,2,8,2,99,1.31780821917808,863,1790,1000,1,0
0,40.1808219178082,2,2,81,2,99,0,973,1900,6500,2,1
0,42.3342465753425,1,2,81,2,99,13.0794520547945,884,0,1730,2,1
0,27.8520547945205,1,2,8,2,99,0,814,1218,2477,3,1
0,38.0958904109589,1,2,8,2,99,3.23287671232877,758,1697,1500,1,1
0,63.358904109589,2,1,6,1,5,16.3287671232877,1094,0,8686,2,1
0,41.9315068493151,1,2,81,2,99,4.32054794520548,884,1835,1200,2,1
0,36.1643835616438,1,2,0,2,99,0,820,1724,1329,2,0
0,32.4493150684931,1,2,8,2,99,15.3260273972603,940,0,7550,2,1
0,42.7643835616438,2,1,81,2,99,0,899,1724,7566,2,1
0,45.9342465753425,1,2,0,2,99,0,826,1601,3300,2,1
0,38.2164383561644,1,2,8,2,99,0,758,1249,2977,3,1
0,43.0958904109589,1,2,8,2,99,2.31780821917808,925,1809,1500,1,1
0,20.1506849315068,1,1,0,99,99,1.31780821917808,470,0,1500,2,1
0,37.7452054794521,1,2,8,2,99,0,940,1809,1221,2,0
0,73.1205479452055,1,2,0,2,5,12.241095890411,952,0,10000,2,0
0,39.4219178082192,2,2,0,99,99,12.9123287671233,835,0,1155,2,1
0,37.1808219178082,1,2,8,2,99,0,820,1775,2436,1,1
0,43.1205479452055,2,2,0,2,99,0,841,1809,35566,2,1
0,41.3452054794521,1,2,0,2,99,0,820,1900,1329,2,0
0,43.2876712328767,1,2,8,2,99,12.6602739726027,946,0,2075,2,1
0,51.3506849315068,1,2,8,11,27,0,890,0,8000,2,0
0,37.0109589041096,1,2,0,99,99,4.32054794520548,764,692,1200,2,1
0,24.0575342465753,1,1,8,2,99,0,792,1809,1000,3,0
0,40.1369863013699,2,2,0,2,99,0,835,1809,5970,2,1
0,34.627397260274,1,2,0,99,99,1.31780821917808,749,0,1500,2,1
0,28.2383561643836,1,1,9,2,99,0,934,1724,3043,3,1
0,32.2493150684932,1,2,8,2,99,6.32054794520548,958,0,1750,2,1
0,42.2246575342466,1,2,8,2,99,6.32054794520548,764,0,1701,3,1
0,63.8630136986301,1,2,0,2,99,8.23835616438356,782,0,3000,2,1
0,40.5835616438356,1,2,0,2,99,0,820,1243,2302,2,1
0,45.372602739726,1,2,0,2,99,0,826,1601,1221,2,0
0,37.9260273972603,1,2,0,99,99,4.32054794520548,764,1579,1200,2,1
0,38.0328767123288,1,2,81,2,99,1.31780821917808,749,1715,1500,2,1
0,31.1972602739726,2,1,8,2,99,7.32054794520548,955,0,2500,2,1
0,42.2684931506849,1,2,0,2,99,0,826,1579,2000,2,1
0,42.1452054794521,2,2,0,2,99,0,841,1506,10366,2,1
0,27.7753424657534,1,1,8,2,99,0,798,1594,1760,3,1
0,35.5616438356164,1,2,8,2,99,0,900,1408,9000,2,0
0,29.3369863013699,1,1,8,2,99,4.23561643835616,758,1372,1500,1,1
0,41.1178082191781,1,2,0,2,99,0,820,1488,1221,2,0
0,38.8657534246575,1,2,8,2,14,0,904,920,0,2,1
0,34.6356164383562,1,2,8,2,99,16.3287671232877,884,0,1950,2,1
0,31.1643835616438,1,2,81,99,99,4.32054794520548,764,1616,1200,2,1
0,39.1150684931507,2,1,8,2,99,6.32054794520548,949,0,3142,3,1
0,38.0027397260274,1,2,81,2,99,2.23287671232877,919,1745,1500,1,1
0,46.6958904109589,1,2,0,99,99,9.16164383561644,826,0,2080,2,1
0,47.0630136986301,1,2,81,2,99,1.31780821917808,875,1809,0,2,0
0,28.3643835616438,1,1,81,2,99,0,922,1199,4500,2,0
0,40.3452054794521,2,2,0,2,23,7.23561643835616,779,0,1000,2,1
0,45.7945205479452,1,2,81,2,99,0,844,1809,3413,2,1
0,34.9013698630137,1,2,8,2,99,16.3287671232877,958,0,4300,2,1
0,31.6712328767123,1,2,0,99,99,1.31780821917808,749,1432,1500,2,1
0,38.3616438356164,2,1,9,2,99,0,893,1601,6260,2,1
0,33.3369863013699,1,2,8,2,99,3.23287671232877,878,1579,1500,1,1
0,43.3095890410959,1,2,8,2,99,10.1616438356164,964,0,1870,2,1
0,24.0547945205479,2,1,81,2,99,8.32328767123288,767,0,1350,2,1
0,36.1205479452055,2,1,0,2,99,8.32328767123288,817,0,1900,2,1
0,28.5890410958904,1,2,8,99,99,4.32054794520548,940,0,2400,2,0
0,34.3397260273973,1,2,81,2,99,2.23287671232877,857,1596,0,1,0
0,42.3917808219178,1,2,8,2,99,6.32054794520548,764,0,1341,3,1
0,47.1780821917808,1,2,0,99,99,13.241095890411,826,0,1900,2,1
0,45.3479452054795,1,2,0,99,99,1.31780821917808,755,0,1500,2,1
0,53.6054794520548,1,2,81,2,99,0,856,1809,6500,2,1
0,33.6027397260274,1,1,0,2,99,8.32328767123288,802,0,3400,2,1
0,33.2821917808219,2,2,8,2,99,2.31780821917808,814,846,0,1,1
0,48.2438356164384,1,2,0,2,99,0,826,1087,1329,2,0
0,41.5178082191781,2,2,0,2,99,0,835,1895,2013,2,1
0,42.0630136986301,1,2,0,99,99,8.15890410958904,826,0,1740,2,1
0,35.5808219178082,1,2,8,2,99,0,758,1347,2459,3,1
0,26.0849315068493,1,2,0,99,99,2.31780821917808,743,1760,1500,1,1
0,30.6191780821918,2,2,8,2,99,7.32054794520548,853,0,1850,2,1
0,39.0109589041096,1,2,8,2,99,6.32054794520548,758,0,2327,3,1
0,50.3506849315068,1,2,8,2,99,0,888,1572,1329,2,0
0,37.7945205479452,1,2,8,2,99,0,934,1532,1628,3,1
0,45.772602739726,1,2,0,99,99,8.07397260273973,826,0,1710,2,1
0,41.1397260273973,1,2,8,2,99,0,958,1632,7846,2,1
0,43.2054794520548,1,2,81,99,99,8.07397260273973,884,0,2070,2,1
0,55.1671232876712,1,2,8,9,99,0,976,1724,3720,2,1
0,40.9972602739726,1,2,0,2,99,0,820,1672,15966,2,1
0,45,1,2,8,2,99,6.32054794520548,822,0,2107,3,1
0,35.2438356164384,1,2,8,2,99,0,934,1236,2157,3,1
0,49.2246575342466,1,2,8,2,99,11.3232876712329,826,0,30000,2,1
0,41.4931506849315,1,2,81,2,99,9.07671232876712,882,0,2000,2,1
0,36.8109589041096,1,2,8,2,99,0,896,1624,2000,2,1
0,40.5972602739726,1,2,0,99,99,4.32054794520548,758,1403,1200,3,1
0,24.3342465753425,1,1,0,2,99,1.31780821917808,663,0,1500,2,1
0,40.7643835616438,1,1,81,2,99,0,802,1365,2000,2,1
0,46.9232876712329,1,2,8,2,99,6.32054794520548,764,0,2173,3,1
0,47.5150684931507,1,2,8,2,99,0,826,1790,2696,3,1
0,39.5561643835616,2,2,0,2,99,0,835,1809,3366,2,1
0,40.9890410958904,1,2,8,2,99,2.23287671232877,801,0,1500,1,1
0,35.7780821917808,1,2,8,2,99,0,940,1697,1749,2,0
0,30.4712328767123,1,1,0,2,99,8.32328767123288,802,0,1750,2,1
0,50.9972602739726,1,2,0,99,99,4.32054794520548,770,0,1200,2,1
0,44.7205479452055,1,2,0,99,99,8.74246575342466,826,0,2000,2,1
0,50.9013698630137,1,2,8,2,99,0,822,1566,1665,3,1
0,41.7260273972603,1,2,0,99,99,1.31780821917808,749,1624,1500,2,1
0,22.4301369863014,1,1,8,2,99,0,593,1339,1000,1,0
0,36.2767123287671,1,2,81,2,99,4.32054794520548,816,601,1200,3,1
0,27.6164383561644,1,2,81,1,99,1.31780821917808,832,1241,1500,2,1
0,45.6602739726027,1,2,8,11,27,0,832,1587,0,2,0
0,26.8958904109589,1,2,0,2,99,0,820,1449,2015,2,0
0,34.8438356164384,1,2,0,2,99,5.23561643835616,820,1809,1000,2,0
0,32.8575342465753,1,2,81,2,99,0,758,1198,0,1,1
0,25.4054794520548,1,2,81,99,99,0,748,1566,1250,1,1
0,24.4356164383562,2,1,0,2,99,5.32054794520548,749,0,1000,2,0
0,52.7178082191781,1,2,0,11,27,0,832,0,0,1,0
0,39.1178082191781,2,2,9,2,99,0,973,1706,3000,2,0
0,42.2602739726027,1,2,0,2,99,0,764,1790,1300,1,1
0,35.1232876712329,2,2,8,2,99,5.23561643835616,829,1760,963,3,0
0,42.1945205479452,1,1,8,1,99,22.6657534246575,1005,0,0,3,0
0,21.186301369863,1,1,0,8,99,0,1,0,500,2,0
0,19.5808219178082,2,1,81,2,99,0,550,0,1500,1,0
0,23.4986301369863,2,2,8,1,99,0,731,1596,2250,3,1
0,20.8821917808219,1,1,0,2,99,3.31780821917808,485,0,1500,2,1
0,26.3342465753425,1,2,0,2,99,0,758,1641,1300,1,1
0,19.6575342465753,1,1,8,2,99,0,479,0,1500,1,0
0,47.3479452054795,1,2,8,2,99,0,764,1733,2177,1,1
0,28.8082191780822,1,2,0,2,99,5.32054794520548,784,1656,1010,2,0
0,34.9945205479452,1,2,0,2,99,0,814,1789,963,1,1
0,45.9260273972603,1,1,8,2,99,0,928,1745,1900,2,0
0,57.7671232876712,2,1,8,9,99,0,795,1388,1300,2,0
0,19.6054794520548,1,1,8,2,99,0,485,0,832,2,1
0,38.3424657534247,2,2,8,2,23,0,913,1199,1296,1,1
0,53.5534246575342,1,2,8,2,99,14.3260273972603,958,0,2200,2,0
0,49.1041095890411,1,2,0,2,99,0,764,0,1000,1,1
0,34.2082191780822,1,2,0,2,99,0,820,1359,1500,2,0
0,34.4684931506849,1,2,0,2,99,4.32054794520548,820,1656,1000,2,0
0,51.1232876712329,2,2,0,2,99,0,835,0,750,3,1
0,29.2,2,2,8,2,99,0,949,1460,1735,1,1
0,23.0602739726027,2,2,8,2,99,1.65205479452055,503,0,873,2,1
0,20.2356164383562,2,1,0,8,0,0,1,976,500,1,0
0,19.2575342465753,2,1,0,8,0,0,1,0,500,2,0
0,37.3424657534247,1,1,0,2,99,0,740,0,1000,1,1
0,65.1698630136986,1,1,8,9,99,0,950,1900,1625,3,1
0,20.3315068493151,1,1,8,2,99,4.82465753424658,485,0,1000,2,0
0,26.9506849315068,1,2,8,99,99,4.32054794520548,820,1477,0,1,0
0,60.9315068493151,1,2,8,9,99,0,960,1565,2500,2,0
0,44.0712328767123,1,2,81,9,99,0,836,1799,2122,1,1
0,35.2219178082192,2,1,0,9,99,0,735,1213,1800,3,0
0,46.9232876712329,2,1,0,9,99,0,835,1715,900,3,0
0,26.3013698630137,1,1,8,2,99,3.48493150684931,808,0,1187,2,1
0,28.5369863013699,1,2,81,2,99,0,816,1513,1500,1,1
0,25.2684931506849,1,1,8,2,99,5.15890410958904,734,1208,1500,3,0
0,48.1013698630137,1,1,8,1,17,0,1067,1809,3500,2,0
0,41.8849315068493,1,2,0,2,28,0,764,0,1000,2,0
0,27.8082191780822,1,2,8,2,99,1.31780821917808,807,1506,1200,2,0
0,23.1315068493151,1,1,8,2,99,0,541,1324,1000,3,0
0,52.0657534246575,1,2,8,11,27,21.3315068493151,896,0,30000,2,0
0,29.8027397260274,1,2,8,2,99,0,884,1163,2280,2,0
0,32.3232876712329,2,1,8,8,0,0,1,1281,500,2,0
0,23.2054794520548,1,1,8,2,99,2.23287671232877,584,1596,1000,3,0
0,26.7287671232877,1,1,8,2,99,0,802,1345,1400,3,0
0,25.0328767123288,1,1,8,2,99,0,740,1413,2000,2,0
0,46.3479452054795,1,2,8,2,27,0,946,1789,1397,2,1
0,47.0493150684932,2,1,3,2,99,0,903,1648,2090,2,0
0,32.3397260273973,1,2,0,2,99,5.32054794520548,820,0,1000,2,0
0,56.9424657534247,2,1,81,9,99,32.1753424657534,811,0,1800,1,0
0,46.3150684931507,2,2,0,11,27,9.90958904109589,843,0,8166.67,2,0
0,25.5424657534247,1,1,8,2,99,8.32328767123288,814,0,2086,2,1
0,20.6602739726027,1,1,0,8,0,0,1,0,500,3,0
0,22.5369863013699,1,1,8,2,99,0,541,1641,1250,1,1
0,20,2,1,0,8,0,0,1,1341,500,2,0
0,22.6630136986301,1,1,8,2,99,0,479,0,855,1,1
0,44.1780821917808,1,2,0,99,99,3.15616438356164,764,1900,1500,1,1
0,26.2739726027397,2,2,0,2,99,2.31780821917808,878,0,4500,2,0
0,25.4739726027397,1,1,8,2,28,0,730,0,900,1,0
0,38.0958904109589,1,2,8,2,99,0,940,1339,965,2,1
0,59.8876712328767,2,2,81,9,99,0,871,1596,1030,2,1
0,22.8739726027397,1,1,8,2,99,0,599,1380,1500,2,0
0,67.0547945205479,1,2,8,9,99,0,798,720,1166,2,1
0,38.2328767123288,1,2,0,2,99,0,764,1900,1000,2,0
0,50.3506849315068,1,2,81,9,99,0,838,0,2500,1,0
0,21.5369863013699,2,1,0,8,0,0,1,0,500,2,0
0,67.1534246575342,1,2,2,9,4,0,860,1880,950,2,1
0,22.9780821917808,2,2,0,2,99,1.98904109589041,571,0,950,1,1
0,34.8630136986301,1,1,0,2,99,19.3287671232877,824,0,1200,2,1
0,33.413698630137,1,2,0,2,99,10.1616438356164,822,0,1050,2,0
0,29.613698630137,1,2,8,2,99,0,846,1449,1072,2,0
0,34.8794520547945,1,2,8,2,99,0,884,1552,1500,2,0
0,23.3260273972603,1,1,8,2,99,0,615,0,1554,3,1
0,27.3013698630137,2,2,0,2,99,1.15616438356164,878,0,950,2,1
0,32.5315068493151,1,2,0,2,99,4.23561643835616,758,1194,1500,1,1
0,48.8547945205479,1,2,3,11,27,16.3287671232877,946,0,0,2,0
0,25.1972602739726,1,2,8,2,3,0,828,0,2000,2,0
0,52.9917808219178,1,2,8,1,99,25.3342465753425,1035,0,0,1,0
0,29.5890410958904,1,2,81,2,99,0,814,1323,1188,3,0
0,30.3342465753425,2,1,8,1,99,0.989041095890411,944,0,2000,2,0
0,20.1890410958904,1,1,8,2,99,0,541,0,956,2,1
0,33.0630136986301,1,2,8,2,99,0,758,1491,0,3,0
0,70.3561643835616,2,1,8,9,99,0,853,0,800,2,1
0,44.6438356164384,1,2,0,2,99,0,826,1664,1500,2,0
0,25.9095890410959,2,1,8,99,99,7.32054794520548,851,0,2785,2,1
0,24.9890410958904,1,1,0,2,99,0,728,1376,1300,3,0
0,62.1835616438356,1,2,8,9,99,0,896,1300,2198,3,1
0,60.2684931506849,1,2,0,2,99,2.31780821917808,767,1745,1000,2,0
0,34.2164383561644,1,2,81,2,99,0,848,1343,1250,2,0
0,21.2082191780822,2,1,8,2,99,2.31780821917808,615,1201,1000,1,0
0,20.6383561643836,1,1,8,2,99,2.48493150684931,532,0,1100,2,1
0,38.4575342465753,2,2,8,2,99,0,967,1587,3500,3,0
0,19.2904109589041,1,1,0,2,99,0,535,1367,1100,3,0
0,35.4054794520548,2,2,8,1,21,0,1088,1809,3000,1,0
0,28.0082191780822,1,1,0,2,99,0,746,1538,1500,2,0
0,59.1698630136986,1,2,81,2,99,0,902,1158,3000,2,0
0,30.1671232876712,1,2,8,2,99,0,858,1609,2285,1,0
0,25.6739726027397,1,1,9,11,27,0,746,0,3195,3,0
0,40.3643835616438,1,2,0,2,99,10.3232876712329,814,0,2000,3,0
0,42.3452054794521,1,2,0,2,99,1.31780821917808,811,1348,1200,2,0
0,69.1178082191781,1,2,8,9,21,0,1030,1063,1987,2,1
0,45.3479452054795,1,2,8,1,23,26.172602739726,915,0,0,2,0
0,37.572602739726,1,2,0,2,99,0,820,1685,950,2,0
0,55.3643835616438,1,2,3,11,27,23.3315068493151,976,0,834,2,0
0,55.5041095890411,1,2,81,9,99,0,792,1532,1419,3,0
0,25.2493150684931,1,1,8,2,28,6.32054794520548,734,0,1200,1,1
0,71.1616438356164,1,2,8,9,99,29.3369863013699,856,0,3942,2,1
0,58.0191780821918,1,2,0,9,99,0,798,1895,0,2,1
0,31.8,1,2,8,2,99,0,934,1314,772,3,1
0,28.1205479452055,1,1,8,2,99,3.65205479452055,746,1730,1500,2,0
0,24.2493150684931,1,1,0,2,99,0,734,1685,1000,2,0
0,20.1342465753425,1,1,8,8,0,0,1,0,500,2,0
0,31.2602739726027,1,2,8,2,99,8.23835616438356,952,0,1891,3,1
0,54.7479452054795,1,2,0,2,99,0,776,1438,1000,1,0
0,22.3150684931507,2,1,0,2,99,0,550,0,850,1,0
0,70.4082191780822,1,2,8,9,99,0,954,1648,1500,3,0
0,28.6712328767123,1,1,8,2,99,1.15616438356164,857,1519,900,3,0
0,47.8520547945205,1,2,81,2,99,3.31780821917808,884,1900,1500,1,1
0,39.8438356164384,2,1,8,2,23,1.23287671232877,860,1488,1000,2,0
0,42.3452054794521,1,1,0,2,99,6.32054794520548,802,0,2000,1,1
0,44.9342465753425,1,2,0,2,99,0,764,1013,1000,1,1
0,23.8493150684932,1,1,0,2,28,1.07123287671233,526,1572,1000,2,1
0,35.1671232876712,1,2,0,2,99,15.3260273972603,764,0,1200,2,0
0,27.6328767123288,1,2,0,1,99,6.90684931506849,921,0,0,2,0
0,24.9753424657534,1,1,8,2,99,2.31780821917808,719,1611,2000,1,0
0,21.4465753424658,1,1,0,8,0,0,1,1656,500,3,0
0,36.3095890410959,2,2,81,2,99,0,835,1706,3000,2,0
0,33.786301369863,2,2,0,2,99,0,779,1581,950,2,1
0,52.5205479452055,1,2,8,2,99,0,782,1809,1650,2,0
0,39.9286529680364,1,2,0,2,99,0,758,0,994,1,0
0,30.4520547945205,1,2,0,1,99,3.82191780821918,921,1724,2500,2,0
0,22.3150684931507,2,1,0,2,99,0,550,0,850,1,0
0,23.1452054794521,1,1,0,2,28,0,485,1641,1000,2,0
0,20.8876712328767,1,1,0,8,0,0,1,1247,500,2,0
0,53.3534246575342,1,2,8,9,99,0,856,1367,1100,2,0
0,22.7835616438356,1,1,8,2,99,0,541,1715,919,3,1
